rsf	cox	cox+rsf
0.5078274150439099	0.6002290950744559	0.6002290950744559
0.5483679525222552	0.6356083086053412	0.6356083086053412
0.538881309686221	0.6542974079126875	0.6542974079126875
0.5685529813900494	0.5977971895176605	0.5977971895176605
0.5168245671349232	0.5909833387781771	0.5909833387781771
0.5376600178624591	0.5468889550461448	0.5468889550461448
0.5399239543726236	0.6495564005069709	0.6495564005069709
0.5315372424722663	0.5917591125198098	0.5917591125198098
0.5089448703906535	0.660825118656444	0.660825118656444
0.5410085054678008	0.5376670716889429	0.5376670716889429
0.592494187977416	0.6071072733311191	0.6071072733311191
0.5342377260981912	0.601421188630491	0.601421188630491
0.5011908812521265	0.5263695134399456	0.5263695134399456
0.49891696750902526	0.6097472924187726	0.6097472924187726
0.5803660565723794	0.6372712146422629	0.6372712146422629
0.5651253088598659	0.5958348040945993	0.5958348040945993
0.5559868617497761	0.6106300388175575	0.6106300388175575
0.5921805467260013	0.5861411315956769	0.5861411315956769
0.6774294670846395	0.5984326018808778	0.5984326018808778
0.5824175824175825	0.6445054945054944	0.6445054945054944
0.5465879265091863	0.6062992125984251	0.6062992125984251
0.5688202247191011	0.6165730337078652	0.6165730337078652
0.5777325186693822	0.5699253224711474	0.5699253224711474
0.5338273195876289	0.6217783505154639	0.6217783505154639
0.5363544132566791	0.6137977680081164	0.6137977680081164
0.5197841726618705	0.5752398081534772	0.5752398081534772
0.5269000853970965	0.5727298605180758	0.5727298605180758
0.53397765025672	0.6436122017517366	0.6436122017517366
0.48225050234427325	0.5716677829872739	0.5716677829872739
0.532414197711939	0.6512173657964213	0.6512173657964213
0.5627761892383676	0.5978684689368339	0.5978684689368339
0.4952542372881356	0.6264406779661018	0.6264406779661018
0.5388026607538803	0.601203674374406	0.601203674374406
0.5497835497835498	0.6252319109461967	0.6252319109461967
0.4636251541307028	0.5480887792848336	0.5480887792848336
0.534153005464481	0.6014344262295083	0.6014344262295083
0.5344155844155843	0.5600649350649352	0.5600649350649352
0.5780346820809248	0.5536963796775174	0.5536963796775174
0.5673892554194157	0.5576500157084512	0.5576500157084512
0.5690714978971206	0.6004529278550631	0.6004529278550631
0.542715038033938	0.5795787009947337	0.5795787009947337
0.5411926921751121	0.5942778352292314	0.5942778352292314
0.5263675073698002	0.6632820176875205	0.6632820176875205
0.5439660400242572	0.6391752577319587	0.6391752577319587
0.5333822450476889	0.5803374908290536	0.5803374908290536
0.5241004752206383	0.6911065852002716	0.6911065852002716
0.5116279069767442	0.6015731874145007	0.6015731874145007
0.5397435897435897	0.5798076923076924	0.5798076923076924
0.5136379737867517	0.5883811547998583	0.5883811547998583
0.5715756951596292	0.581531067627875	0.581531067627875
0.5419664268585132	0.5748544021925317	0.5748544021925317
0.5247111681643132	0.6091142490372271	0.6091142490372271
0.5703474372205023	0.630546955624355	0.630546955624355
0.5198973042362003	0.5805519897304237	0.5805519897304237
0.5495939675174013	0.5780162412993038	0.5780162412993038
0.511301859799714	0.5997138769670959	0.5997138769670959
0.5599872367581366	0.6202935545628591	0.6202935545628591
0.5714285714285714	0.6192468619246861	0.6192468619246861
0.6187290969899666	0.6199452721191852	0.6199452721191852
0.5628366247755835	0.6190903650508677	0.6190903650508677
0.5290653008962868	0.5746478873239437	0.5746478873239437
0.5650934431422237	0.6845106113398797	0.6845106113398797
0.537686996547756	0.6501726121979287	0.6501726121979287
0.5171255876427133	0.5715245130960377	0.5715245130960377
0.520053475935829	0.5792112299465241	0.5792112299465241
0.5450250959551226	0.5639208739297313	0.5639208739297313
0.47294776119402987	0.5618781094527364	0.5618781094527364
0.5590062111801242	0.5822981366459627	0.5822981366459627
0.5429427430093209	0.6388149134487349	0.6388149134487349
0.5164149704530532	0.6296782665791201	0.6296782665791201
0.5653697861899755	0.6256572029442692	0.6256572029442692
0.54487406881873	0.6410074494501595	0.6410074494501595
0.5339443312966735	0.5801086218601493	0.5801086218601493
0.5447080291970803	0.6344282238442822	0.6344282238442822
0.5331105710814095	0.6130012150668287	0.6130012150668287
0.5821123321123322	0.6043956043956044	0.6043956043956044
0.5164410058027079	0.6350741457124436	0.6350741457124436
0.562749572162008	0.6371933827723901	0.6371933827723901
0.5943957968476358	0.6259194395796848	0.6259194395796848
0.5020524155352069	0.6425639406378275	0.6425639406378275
0.5613612004287245	0.5999464094319399	0.5999464094319399
0.4710960960960961	0.6418918918918919	0.6418918918918919
0.5546683046683046	0.6523341523341523	0.6523341523341523
0.5175125089349535	0.5907791279485346	0.5907791279485346
0.5500588928150766	0.6639183352964272	0.6639183352964272
0.5226277372262774	0.5642335766423358	0.5642335766423358
0.5820802005012532	0.618734335839599	0.618734335839599
0.5029519257801518	0.5940399212819791	0.5940399212819791
0.5589313776846516	0.6050288108957571	0.6050288108957571
0.5378987415861867	0.626865671641791	0.626865671641791
0.5697711891717693	0.6094102481469545	0.6094102481469545
0.4790946243319711	0.6321911348632505	0.6321911348632505
0.5	0.5717930029154519	0.5717930029154519
0.5610455849537775	0.5926043991074275	0.5926043991074275
0.5190107050572167	0.6149870801033591	0.6149870801033591
0.5535773161885922	0.6363336630398945	0.6363336630398945
0.5944158706833211	0.6458486407053637	0.6458486407053637
0.5563041385948028	0.6246390760346487	0.6246390760346487
0.5510204081632654	0.5928744379107576	0.5928744379107576
0.5056628914057296	0.6508994003997335	0.6508994003997335
