rsf	cox	cox+rsf
0.744	0.8537142857142858	0.8525714285714285
0.6183282980866063	0.7653575025176234	0.7452165156092649
0.7247119078104994	0.7848911651728553	0.7874519846350833
0.6933333333333334	0.7916666666666667	0.815
0.5714285714285715	0.8410462776659959	0.8048289738430584
0.6807817589576547	0.8778501628664495	0.8485342019543974
0.6528189910979229	0.5801186943620178	0.5964391691394659
0.5804988662131519	0.6780045351473923	0.6734693877551021
0.597667638483965	0.8483965014577259	0.8134110787172012
0.8067978533094812	0.7567084078711985	0.7871198568872987
0.6942740286298569	0.6963190184049081	0.6993865030674847
0.6568627450980392	0.8071895424836601	0.7957516339869282
0.6707530647985989	0.6567425569176882	0.6847635726795096
0.5482832618025751	0.6427038626609443	0.6351931330472103
0.6295857988165681	0.7881656804733729	0.7633136094674556
0.7264437689969605	0.7917933130699089	0.7963525835866262
0.7115628970775095	0.8564167725540025	0.8653113087674714
0.7532327586206897	0.7790948275862071	0.7834051724137931
0.5405405405405406	0.769041769041769	0.7542997542997543
0.6707638279192274	0.7260755048287972	0.7251975417032485
0.6756393001345895	0.7765814266487214	0.784656796769852
0.6216216216216216	0.8030888030888031	0.8082368082368083
0.6522522522522521	0.7927927927927927	0.7819819819819819
0.7140495867768596	0.8165289256198348	0.8165289256198348
0.7106325706594885	0.6864064602960969	0.6917900403768505
0.4848920863309352	0.8431654676258992	0.8172661870503597
0.7577319587628866	0.7542955326460481	0.7852233676975946
0.5757575757575758	0.7310606060606061	0.7121212121212122
0.7453416149068323	0.6687370600414078	0.7308488612836438
0.7074592074592074	0.7762237762237763	0.7762237762237763
0.6387959866220736	0.7803790412486065	0.7658862876254181
0.647682119205298	0.5960264900662251	0.6013245033112582
0.7134670487106017	0.7521489971346705	0.7406876790830946
0.6336405529953917	0.8456221198156681	0.8248847926267281
0.6180327868852459	0.7327868852459016	0.7278688524590164
0.6624569460390356	0.7818599311136625	0.7588978185993112
0.6119402985074627	0.7429519071310116	0.7081260364842453
0.6328502415458938	0.6932367149758454	0.6932367149758454
0.691358024691358	0.7325102880658436	0.7551440329218106
0.7443120260021668	0.7941495124593717	0.8136511375947996
0.5776330076004343	0.7795874049945711	0.7633007600434312
0.747599451303155	0.8257887517146777	0.8395061728395062
0.757679180887372	0.7969283276450512	0.8037542662116041
0.7372262773722628	0.7579075425790754	0.7834549878345499
0.7043795620437956	0.8540145985401459	0.8266423357664233
0.6521164021164021	0.8227513227513228	0.8082010582010583
0.6096997690531177	0.7644341801385681	0.7482678983833718
0.6496496496496496	0.7697697697697696	0.7567567567567567
0.6455862977602108	0.6548089591567853	0.6732542819499342
0.6108490566037735	0.642688679245283	0.6639150943396227
0.6675324675324675	0.7896103896103897	0.7805194805194805
0.6409921671018276	0.7806788511749347	0.762402088772846
0.6176066024759285	0.7799174690508941	0.7606602475928473
0.7647058823529412	0.8295625942684766	0.8310708898944194
0.6497975708502024	0.7854251012145749	0.7854251012145749
0.7210526315789474	0.8052631578947368	0.8
0.6705069124423964	0.7119815668202765	0.7200460829493087
0.7651006711409396	0.7874720357941835	0.8277404921700223
0.678391959798995	0.7520938023450587	0.7554438860971525
0.6855895196506551	0.7627365356622998	0.7933042212518195
0.6849507735583685	0.6624472573839663	0.6694796061884669
0.7582582582582583	0.7597597597597597	0.7912912912912913
0.7315914489311164	0.7933491686460807	0.8123515439429929
0.7592592592592593	0.7484567901234567	0.7793209876543209
0.6648351648351648	0.7967032967032968	0.7868131868131868
0.6617161716171617	0.6666666666666666	0.6815181518151815
0.6887201735357917	0.7082429501084598	0.7310195227765728
0.5735767991407089	0.6584317937701397	0.6519871106337272
0.6552706552706553	0.8062678062678063	0.8005698005698005
0.7494949494949494	0.7636363636363636	0.7858585858585858
0.7346041055718475	0.7536656891495601	0.7771260997067448
0.6969273743016761	0.6354748603351955	0.6634078212290504
0.6273584905660378	0.6572327044025157	0.6525157232704403
0.6608796296296297	0.7974537037037036	0.7974537037037036
0.729426433915212	0.7032418952618454	0.7219451371571072
0.6863517060367453	0.7874015748031497	0.7887139107611549
0.6798469387755102	0.7742346938775511	0.7704081632653061
0.6351351351351351	0.7283783783783785	0.7351351351351352
0.648695652173913	0.7652173913043477	0.768695652173913
0.6885964912280702	0.8070175438596491	0.8212719298245613
0.5694581280788177	0.7330049261083743	0.7241379310344828
0.7272727272727272	0.7178276269185359	0.7355371900826446
0.7452229299363057	0.7627388535031848	0.7786624203821655
0.6530612244897959	0.8086734693877551	0.8048469387755103
0.5981873111782477	0.5845921450151057	0.5981873111782477
0.6934984520123839	0.8003095975232198	0.7941176470588236
0.5754857997010464	0.7862481315396114	0.7533632286995516
0.6508620689655172	0.6781609195402298	0.7025862068965516
0.7181467181467182	0.8571428571428571	0.8532818532818532
0.7007299270072993	0.7128953771289538	0.7153284671532847
0.7438118811881187	0.7400990099009901	0.7673267326732673
0.6595970307529162	0.711558854718982	0.7189819724284199
0.7964338781575038	0.7756315007429421	0.8276374442793462
0.5904173106646058	0.6800618238021637	0.6738794435857804
0.7104945717732207	0.7563329312424608	0.7792521109770809
0.7222222222222222	0.8189300411522634	0.8292181069958847
0.6183115338882283	0.6706302021403092	0.6718192627824019
0.5985915492957746	0.727112676056338	0.6971830985915493
0.615075376884422	0.8261306532663316	0.8020100502512563
0.6169296987087518	0.6843615494978479	0.6786226685796269
